date,four_turbine_avg_power
2016-08-01,71.87309027777778
2016-08-02,393.16805555555555
2016-08-03,66.33880208333333
2016-08-04,111.20833333333333
2016-08-05,73.47222222222223
2016-08-06,1505.2036458333334
2016-08-07,1542.9751736111111
2016-08-08,1673.5185763888887
2016-08-09,1120.4109374999998
2016-08-10,1090.3960069444445
2016-08-11,1569.0375
2016-08-12,1532.0659722222222
2016-08-13,1504.1119791666667
2016-08-14,1560.0092013888889
2016-08-15,1024.4112847222223
2016-08-16,130.60052083333332
2016-08-17,161.08038194444444
2016-08-18,113.60555555555555
2016-08-19,135.46979166666668
2016-08-20,187.6888888888889
2016-08-21,654.1463541666667
2016-08-22,1198.0397569444444
2016-08-23,1390.4428819444445
2016-08-24,1346.427951388889
2016-08-25,1452.287326388889
2016-08-26,1348.5012152777776
2016-08-27,707.9309027777778
2016-08-28,135.5262152777778
2016-08-29,64.12447916666666
2016-08-30,-4.836284722222222
2016-08-31,15.704166666666667
2016-09-01,1193.4732638888888
2016-09-02,873.971701388889
2016-09-03,809.1604166666667
2016-09-04,758.1864583333333
2016-09-05,420.9420138888889
2016-09-06,12.88107638888889
2016-09-07,48.117534722222224
2016-09-08,120.84322916666666
2016-09-09,79.10729166666667
2016-09-10,90.25173611111111
2016-09-11,305.3538194444444
2016-09-12,577.7810763888889
2016-09-13,466.9111111111111
2016-09-14,378.7232638888889
2016-09-15,191.6654513888889
2016-09-16,60.166666666666664
2016-09-17,939.9184027777778
2016-09-18,199.10746527777778
2016-09-19,87.40043402777778
2016-09-20,86.09687500000001
2016-09-21,62.711979166666666
2016-09-22,213.31684027777777
2016-09-23,21.539930555555557
2016-09-24,506.35468749999995
2016-09-25,241.74817708333336
2016-09-26,378.5015625
2016-09-27,851.0708333333333
2016-09-28,1551.4975694444445
2016-09-29,1648.0536458333333
2016-09-30,1432.8979166666666
2016-10-01,192.9480902777778
2016-10-02,41.599999999999994
2016-10-03,385.6685763888889
2016-10-04,772.903298611111
2016-10-05,1181.765451388889
2016-10-06,395.04045138888887
2016-10-07,15.080034722222223
2016-10-08,23.528645833333332
2016-10-09,79.77413194444445
2016-10-10,51.53819444444444
2016-10-11,186.73732638888887
2016-10-12,1027.2921875000002
2016-10-13,258.81067708333336
2016-10-14,160.31380208333334
2016-10-15,36.05381944444444
2016-10-16,142.80173611111113
2016-10-17,35.576388888888886
2016-10-18,156.59166666666667
2016-10-19,419.45225694444446
2016-10-20,153.5671875
2016-10-21,79.16180555555555
2016-10-22,695.9605902777778
2016-10-23,658.1651041666667
2016-10-24,119.88159722222223
2016-10-25,151.18263888888887
2016-10-26,719.1404513888889
2016-10-27,1522.731875
2016-10-28,1167.1991145833335
2016-10-29,1260.2671875
2016-10-30,873.0567708333333
2016-10-31,928.2137152777777
2016-11-01,908.0925347222222
2016-11-02,87.99361857929858
2016-11-03,96.88424600403476
2016-11-04,126.3470486111111
2016-11-05,604.2675347222222
2016-11-06,156.73003472222223
2016-11-07,281.33958333333334
2016-11-08,85.67482638888889
2016-11-09,217.99739583333334
2016-11-10,238.44340277777778
2016-11-11,68.69079861111112
2016-11-12,58.48055555555556
2016-11-13,281.4359375
2016-11-14,539.8828125
2016-11-15,1555.076215277778
2016-11-16,774.5232638888889
2016-11-17,220.24774305555556
2016-11-18,41.95329861111111
2016-11-19,75.08802083333333
2016-11-20,754.6260416666667
2016-11-21,936.2932291666667
2016-11-22,-1.4767361111111112
2016-11-23,65.78506944444445
2016-11-24,15.118749999999999
2016-11-25,664.1392361111111
2016-11-26,344.66215277777775
2016-11-27,330.2454861111111
2016-11-28,27.163715277777776
2016-11-29,534.8314236111112
2016-11-30,1887.481597222222
2016-12-01,523.8102430555556
2016-12-02,379.74288194444443
2016-12-03,1168.7626736111113
2016-12-04,747.4010416666666
2016-12-05,859.6291666666667
2016-12-06,229.98802083333334
2016-12-07,990.8545138888888
2016-12-08,1848.1897569444445
2016-12-09,1535.475
2016-12-10,792.9902777777778
2016-12-11,295.98541666666665
2016-12-12,3.3333333333333335
2016-12-13,35.752430555555556
2016-12-14,206.2921875
2016-12-15,70.81718749999999
2016-12-16,422.23819444444445
2016-12-17,345.93940972222225
2016-12-18,587.4036458333334
2016-12-19,104.60711805555555
2016-12-20,67.97586805555555
2016-12-21,205.85381944444444
2016-12-22,245.7501736111111
2016-12-23,578.5272569444445
2016-12-24,1337.953125
2016-12-25,1308.6451388888888
2016-12-26,312.47847222222225
2016-12-27,1029.9413194444444
2016-12-28,1491.6038194444445
2016-12-29,1289.1064236111113
2016-12-30,992.3536458333333
2016-12-31,1076.9564236111112
